table_name|state_linkedin
column_name|id

table_name|state_sprints
column_name|items

table_name|state_cost
column_name|id

table_name|state_sprints
column_name|created_at

table_name|state_sprints
column_name|updated_at

table_name|state_policies
column_name|effective_date

table_name|state_standups
column_name|id

table_name|state_standups
column_name|standup_date

table_name|state_standups
column_name|standup_data

table_name|state_policies
column_name|id

table_name|state_linkedin
column_name|scheduled_for

table_name|state_standups
column_name|created_at

table_name|state_linkedin
column_name|published_at

table_name|state_notion_sync
column_name|id

table_name|state_linkedin
column_name|content

table_name|state_policies
column_name|approved_at

table_name|state_notion_sync
column_name|last_sync_at

table_name|state_notion_sync
column_name|record_count

table_name|state_linkedin
column_name|created_at

table_name|state_notion_sync
column_name|errors

table_name|state_notion_sync
column_name|details

table_name|state_notion_sync
column_name|created_at

table_name|state_linkedin
column_name|updated_at

table_name|state_autoheal_log
column_name|id

table_name|state_autoheal_log
column_name|run_date

table_name|state_linkedin
column_name|approved_at

table_name|state_autoheal_log
column_name|total_checks

table_name|state_autoheal_log
column_name|passed

table_name|state_autoheal_log
column_name|failed

table_name|state_autoheal_log
column_name|warnings

table_name|state_linkedin
column_name|skipped_at

table_name|state_autoheal_log
column_name|needs_ken_count

table_name|state_autoheal_log
column_name|checks_detail

table_name|state_autoheal_log
column_name|created_at

table_name|state_diagnostics
column_name|id

table_name|state_tickets
column_name|updated_at

table_name|state_diagnostics
column_name|run_at

table_name|state_diagnostics
column_name|phase_results

table_name|state_diagnostics
column_name|total_checks

table_name|state_diagnostics
column_name|passed

table_name|state_diagnostics
column_name|failed

table_name|state_diagnostics
column_name|created_at

table_name|state_uptime
column_name|id

table_name|state_cost
column_name|data

table_name|state_uptime
column_name|event_at

table_name|state_uptime
column_name|duration_seconds

table_name|state_uptime
column_name|details

table_name|state_uptime
column_name|created_at

table_name|state_model_trials
column_name|id

table_name|state_tickets
column_name|metadata

table_name|state_linkedin
column_name|api_enabled

table_name|state_linkedin
column_name|api_connected_at

table_name|state_model_trials
column_name|trial_data

table_name|state_model_trials
column_name|recorded_at

table_name|state_model_trials
column_name|created_at

table_name|state_kri
column_name|id

table_name|state_cost
column_name|updated_at

table_name|state_kri
column_name|value

table_name|state_kri
column_name|recorded_at

table_name|state_kri
column_name|created_at

table_name|state_governance
column_name|id

table_name|state_linkedin
column_name|queue_id

table_name|state_config_baseline
column_name|id

table_name|state_policies
column_name|source_policies

table_name|state_policies
column_name|derived_from

table_name|state_ci
column_name|id

table_name|state_config_baseline
column_name|data

table_name|state_policies
column_name|created_at

table_name|state_linkedin
column_name|cycle

table_name|state_governance
column_name|timestamp

table_name|state_governance
column_name|details

table_name|state_governance
column_name|sla_target_hours

table_name|state_governance
column_name|sla_met

table_name|state_governance
column_name|created_at

table_name|state_governance
column_name|updated_at

table_name|state_linkedin
column_name|part

table_name|state_latency
column_name|id

table_name|state_linkedin
column_name|series_total

table_name|state_linkedin
column_name|metrics

table_name|state_latency
column_name|duration_ms

table_name|state_latency
column_name|tokens_in

table_name|state_latency
column_name|tokens_out

table_name|state_ci
column_name|started_at

table_name|state_latency
column_name|recorded_at

table_name|state_latency
column_name|metadata

table_name|state_latency
column_name|created_at

table_name|state_ci
column_name|completed_at

table_name|state_linkedin
column_name|snapshots

table_name|state_ci
column_name|approved_at

table_name|state_ci
column_name|metrics

table_name|state_ci
column_name|config

table_name|state_ci
column_name|data

table_name|state_ci
column_name|created_at

table_name|state_ci
column_name|updated_at

table_name|state_linkedin
column_name|governance

table_name|state_sprints
column_name|id

table_name|state_sprints
column_name|sprint_number

table_name|state_policies
column_name|updated_at

table_name|state_sprints
column_name|start_date

table_name|state_sprints
column_name|end_date

table_name|state_task_queue
column_name|created_at_ts

table_name|state_task_queue
column_name|updated_at_ts

table_name|state_task_queue
column_name|atoms_jsonb

table_name|state_config_baseline
column_name|updated_at

table_name|state_task_queue
column_name|atom_index

table_name|state_task_queue
column_name|state_payload

table_name|state_task_queue
column_name|execution_context

table_name|state_sprints
column_name|capacity

table_name|state_sprints
column_name|committed_at

table_name|state_governance
column_name|intended_for

table_name|state_governance
column_name|produced_by

table_name|state_governance
column_name|verdict

table_name|state_governance
column_name|tenant_id

table_name|state_latency
column_name|cron_id

table_name|state_latency
column_name|model

table_name|state_latency
column_name|status

table_name|state_latency
column_name|tenant_id

table_name|state_task_queue
column_name|id

table_name|state_task_queue
column_name|title

table_name|state_task_queue
column_name|tier

table_name|state_task_queue
column_name|status

table_name|state_task_queue
column_name|priority

table_name|state_task_queue
column_name|source

table_name|state_task_queue
column_name|relatedchg

table_name|state_task_queue
column_name|atoms

table_name|state_task_queue
column_name|createdat

table_name|state_task_queue
column_name|updatedat

table_name|state_task_queue
column_name|claimedby

table_name|state_task_queue
column_name|claimedat

table_name|state_task_queue
column_name|claimtimeout

table_name|state_task_queue
column_name|tenant_id

table_name|state_task_queue
column_name|parent_task_id

table_name|state_model_policy
column_name|schema_version

table_name|state_task_queue
column_name|persistence_type

table_name|state_model_policy
column_name|description

table_name|state_model_policy
column_name|lastupdated

table_name|state_model_policy
column_name|lastapprovedby

table_name|state_model_policy
column_name|approvalcontext

table_name|state_model_policy
column_name|permanent

table_name|state_model_policy
column_name|interimperiod

table_name|state_model_policy
column_name|globalallowedmodels

table_name|state_model_policy
column_name|globalprohibitedininteractive

table_name|state_model_policy
column_name|agenttiers

table_name|state_model_policy
column_name|agents

table_name|state_model_policy
column_name|cronmodelpolicy

table_name|state_model_policy
column_name|kimipolicy

table_name|state_model_policy
column_name|changecontrol

table_name|state_model_policy
column_name|baselinetimestamp

table_name|state_model_policy
column_name|baselinechg

table_name|state_model_policy
column_name|_note

table_name|state_cost
column_name|tenant_id

table_name|state_tickets
column_name|id

table_name|state_tickets
column_name|sequence

table_name|state_tickets
column_name|title

table_name|state_tickets
column_name|status

table_name|state_tickets
column_name|priority

table_name|state_tickets
column_name|type

table_name|state_tickets
column_name|createdat

table_name|state_tickets
column_name|notionpageid

table_name|state_tickets
column_name|url

table_name|state_tickets
column_name|tags

table_name|state_tickets
column_name|tenant_id2

table_name|state_config_baseline
column_name|tenant_id

table_name|state_policies
column_name|policy_id

table_name|state_policies
column_name|title

table_name|state_policies
column_name|description

table_name|state_policies
column_name|status

table_name|state_policies
column_name|domain

table_name|state_policies
column_name|priority

table_name|state_policies
column_name|batch

table_name|state_policies
column_name|owner

table_name|state_policies
column_name|approved_by

table_name|state_policies
column_name|tkt

table_name|state_policies
column_name|chg

table_name|state_policies
column_name|drive_link

table_name|state_policies
column_name|drive_file_id

table_name|state_policies
column_name|local_path

table_name|state_policies
column_name|notes

table_name|state_policies
column_name|tenant_id

table_name|state_linkedin
column_name|post_id

table_name|state_linkedin
column_name|platform

table_name|state_linkedin
column_name|status

table_name|state_linkedin
column_name|label

table_name|state_linkedin
column_name|title

table_name|state_linkedin
column_name|type

table_name|state_linkedin
column_name|pillar

table_name|state_linkedin
column_name|theme

table_name|state_linkedin
column_name|angle

table_name|state_linkedin
column_name|campaign_id

table_name|state_linkedin
column_name|week

table_name|state_linkedin
column_name|day

table_name|state_linkedin
column_name|slot

table_name|state_linkedin
column_name|post_urn

table_name|state_linkedin
column_name|post_url

table_name|state_linkedin
column_name|image_asset_urn

table_name|state_linkedin
column_name|image_local_path

table_name|state_linkedin
column_name|image_minio_url

table_name|state_linkedin
column_name|posted_by

table_name|state_linkedin
column_name|approved_by

table_name|state_linkedin
column_name|approved_channel

table_name|state_linkedin
column_name|created_by

table_name|state_linkedin
column_name|skipped_by

table_name|state_linkedin
column_name|draft_text

table_name|state_linkedin
column_name|file_path

table_name|state_linkedin
column_name|notes

table_name|state_linkedin
column_name|source_file

table_name|state_linkedin
column_name|governance_id

table_name|state_linkedin
column_name|content_id

table_name|state_linkedin
column_name|tenant_id

table_name|state_ci
column_name|source_file

table_name|state_ci
column_name|cycle_name

table_name|state_ci
column_name|cycle_type

table_name|state_ci
column_name|status

table_name|state_ci
column_name|agent_id

table_name|state_ci
column_name|model_under_test

table_name|state_ci
column_name|approved_by

table_name|state_ci
column_name|tenant_id

table_name|state_sprints
column_name|sprint_name

table_name|state_sprints
column_name|status

table_name|state_sprints
column_name|committed_by

table_name|state_sprints
column_name|notes

table_name|state_sprints
column_name|tenant_id

table_name|state_standups
column_name|generated_by

table_name|state_standups
column_name|issues

table_name|state_standups
column_name|tenant_id

table_name|state_notion_sync
column_name|sync_type

table_name|state_notion_sync
column_name|db_name

table_name|state_notion_sync
column_name|status

table_name|state_notion_sync
column_name|tenant_id

table_name|state_autoheal_log
column_name|status

table_name|state_autoheal_log
column_name|needs_ken

table_name|state_diagnostics
column_name|run_id

table_name|state_uptime
column_name|event_type

table_name|state_model_trials
column_name|trial_id

table_name|state_model_trials
column_name|model_name

table_name|state_model_trials
column_name|trial_type

table_name|state_kri
column_name|indicator

table_name|state_governance
column_name|review_id

table_name|state_governance
column_name|review_type

table_name|state_governance
column_name|asset_ref

table_name|state_governance
column_name|asset_type

table_name|state_governance
column_name|brief
